track_id,track_name,artist,genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
t3980,Track 3980,Artist S7,metal,17.0,0.64,0.871,-5.84,0.091,0.0,0.186,0.579,119.78,116531
t3981,Track 3981,Artist O3,country,61.0,0.617,0.668,-6.78,0.127,0.245,0.0,0.554,128.59,114607
t3982,Track 3982,Artist Z5,hip-hop,83.0,0.891,0.849,-5.48,0.33,0.272,0.0,0.873,116.46,270019
t3983,Track 3983,Artist U12,rock,63.0,0.621,0.594,-8.83,0.15,0.05,0.015,0.51,159.3,232506
t3984,Track 3984,Artist A11,pop,67.0,0.608,0.718,-5.94,0.105,0.398,0.066,0.758,130.39,235359
t3985,Track 3985,Artist R0,pop,66.0,0.912,0.655,-11.51,0.0,0.228,0.0,0.608,110.17,208522
t3986,Track 3986,Artist W3,ambient,50.0,0.377,0.0,-20.03,0.091,1.0,0.743,0.503,76.59,250504
t3987,Track 3987,Artist M14,rock,30.0,0.424,0.582,-10.17,0.111,0.0,0.0,0.57,62.09,89841
t3988,Track 3988,Artist F15,rock,38.0,0.514,0.671,-5.32,0.129,0.397,0.0,0.484,136.02,204053
t3989,Track 3989,Artist B13,,,0.613,0.961,-2.62,0.032,0.094,0.039,0.486,,247276
t3990,Track 3990,Artist B3,pop,83.0,0.409,0.538,-8.63,0.138,0.373,0.115,0.611,104.15,212324
t3991,Track 3991,Artist J10,pop,63.0,0.494,0.399,-14.55,0.0,0.024,0.044,0.56,85.39,174465
t3992,Track 3992,Artist T4,classical,50.0,0.551,0.193,-17.63,0.0,0.781,0.666,0.241,90.81,279638
t3993,Track 3993,Artist V2,country,43.0,0.557,0.671,-8.61,0.0,0.459,0.225,0.804,121.3,276583
t3994,Track 3994,Artist Y0,hip-hop,87.0,0.786,0.76,-6.18,0.346,0.107,0.081,0.433,137.25,271432
t3995,Track 3995,Artist T2,k-pop,74.0,0.754,0.786,-6.32,0.036,0.101,0.213,0.793,109.7,355974
t3996,Track 3996,Artist W2,reggaeton,71.0,0.647,0.607,-12.88,0.091,0.177,0.0,0.313,0.0,166043
t3997,Track 3997,Artist B14,hip-hop,66.0,0.611,0.626,-8.26,0.401,0.0,0.0,1.0,113.42,315276
t3998,Track 3998,Artist B5,pop,65.0,0.773,0.613,-11.44,0.078,0.122,0.22,0.532,108.81,186665
t3999,Track 3999,Artist H4,hip-hop,67.0,0.887,0.443,-10.48,0.415,0.02,0.119,0.463,181.22,92478
t4000,Track 4000,Artist L13,country,58.0,0.273,0.743,-6.98,0.135,0.723,0.125,0.63,53.68,204261
t4001,Track 4001,Artist X9,r&b,51.0,0.804,0.61,-9.49,0.0,0.65,0.059,0.373,141.85,175704
t4002,Track 4002,Artist R12,country,72.0,0.796,0.772,-8.4,0.111,0.564,0.344,0.543,133.94,339025
t4003,Track 4003,Artist Y12,edm,80.0,0.721,0.668,-8.14,0.034,0.296,0.0,0.525,88.95,123560
t4004,Track 4004,Artist A11,hip-hop,40.0,0.826,0.769,-2.69,0.293,0.079,0.02,0.553,113.11,242183
t4005,Track 4005,Artist P7,country,54.0,0.302,0.674,-6.66,0.0,0.301,0.072,0.186,108.23,230433
t4006,Track 4006,Artist P6,pop,72.0,0.619,0.945,0.0,0.076,0.048,0.0,0.68,107.77,143901
t4007,Track 4007,Artist J8,edm,81.0,0.96,0.661,-9.36,0.134,0.151,0.128,0.423,161.68,175652
t4008,Track 4008,Artist M6,pop,67.0,0.678,0.536,-11.27,0.193,0.144,0.0,0.763,70.55,189441
t4009,Track 4009,Artist I8,rock,86.0,0.557,1.0,-1.33,0.094,0.43,0.0,0.424,108.16,104596
t4010,Track 4010,Artist P9,hip-hop,90.0,0.728,0.526,-11.16,0.413,0.262,0.0,0.76,104.86,222213
t4011,Track 4011,Artist G2,pop,83.0,0.646,0.615,-9.6,0.04,0.084,0.028,0.643,93.72,223928
t4012,Track 4012,Artist C10,indie,37.0,0.54,0.591,-10.09,0.052,0.0,0.0,0.397,139.6,284383
t4013,Track 4013,Artist O12,edm,41.0,0.6,0.937,-3.52,0.084,0.27,0.0,0.73,107.55,182192
t4014,Track 4014,Artist H2,blues,46.0,0.16,0.601,-8.35,0.095,0.799,0.0,0.103,122.89,124003
t4015,Track 4015,Artist W12,edm,66.0,0.522,0.653,-7.35,0.076,0.0,0.0,0.643,88.41,139827
t4016,Track 4016,Artist E5,pop,73.0,0.589,0.706,-5.14,0.045,0.345,0.0,0.25,110.36,211691
t4017,Track 4017,Artist L0,pop,78.0,0.661,0.819,-3.78,0.05,0.0,0.0,0.317,113.31,222276
t4018,Track 4018,Artist N7,edm,50.0,0.805,0.893,-4.19,0.103,0.172,0.044,0.774,137.01,236718
t4019,Track 4019,Artist V9,edm,55.0,0.756,1.0,-4.88,0.023,0.27,0.142,0.49,171.9,210197
t4020,Track 4020,Artist O4,pop,84.0,0.759,0.667,-8.17,0.065,0.0,0.097,0.744,92.83,222266
t4021,Track 4021,Artist N8,folk,52.0,0.475,0.363,-16.6,0.0,0.688,0.0,0.648,133.93,228325
t4022,Track 4022,Artist C13,indie,83.0,0.605,0.49,-6.08,0.147,0.438,0.0,0.577,125.73,130342
t4023,Track 4023,Artist E13,k-pop,72.0,0.726,0.778,-4.37,0.093,0.193,0.222,0.871,124.21,149748
t4024,Track 4024,Artist D6,k-pop,55.0,0.732,1.0,-2.86,0.023,0.166,0.0,0.66,99.19,354479
t4025,Track 4025,Artist U7,jazz,72.0,0.494,0.455,-12.9,0.06,0.943,0.021,0.679,92.69,323985
t4026,Track 4026,Artist L14,r&b,74.0,0.694,0.593,-7.43,0.065,0.322,0.0,0.441,124.39,232936
t4027,Track 4027,Artist K9,pop,69.0,0.708,0.613,-6.88,0.073,0.0,0.0,0.59,131.01,191945
t4028,Track 4028,Artist W5,indie,48.0,0.553,0.445,-11.19,0.125,0.366,0.0,0.648,122.57,139342
t4029,Track 4029,Artist I3,hip-hop,100.0,0.937,0.534,-12.36,0.457,0.388,0.203,0.367,126.15,209500
t4030,Track 4030,Artist C1,rock,67.0,0.329,0.655,-7.34,0.082,0.0,0.0,0.808,145.22,251422
t4031,Track 4031,Artist P1,indie,40.0,0.75,0.334,-16.35,0.116,0.462,0.034,0.359,118.7,192753
t4032,Track 4032,Artist X5,country,88.0,0.75,0.767,-6.13,0.0,0.428,0.255,0.774,114.24,337678
t4033,Track 4033,Artist C14,country,47.0,0.748,0.508,-11.71,0.039,0.382,0.0,0.683,109.63,284764
t4034,Track 4034,Artist D15,hip-hop,72.0,1.0,0.897,-2.43,0.404,0.0,0.244,0.437,134.59,208071
t4035,Track 4035,Artist S8,pop,87.0,0.797,0.677,-6.59,0.179,0.314,0.252,0.769,61.56,140881
t4036,Track 4036,Artist R3,reggaeton,69.0,0.717,0.944,-5.54,0.112,0.25,0.099,0.711,69.89,143446
t4037,Track 4037,Artist O0,pop,89.0,0.945,0.721,-7.3,0.101,0.147,0.113,0.434,92.69,261622
t4038,Track 4038,Artist E5,hip-hop,74.0,0.625,0.62,-11.01,0.394,0.207,0.284,0.354,90.71,275804
t4039,Track 4039,Artist I15,rock,64.0,0.492,0.742,-10.45,0.083,0.174,0.417,0.684,148.6,272899
t4040,Track 4040,Artist F6,reggaeton,33.0,0.698,0.913,-4.8,0.0,0.401,0.265,0.361,120.76,173522
t4041,Track 4041,Artist N5,hip-hop,72.0,0.832,0.639,-9.78,0.345,0.288,0.474,0.316,50.0,84714
t4042,Track 4042,Artist C5,hip-hop,83.0,0.957,0.744,-6.11,0.308,0.443,0.0,0.697,74.53,184262
t4043,Track 4043,Artist E5,jazz,59.0,0.672,0.308,-13.58,0.167,0.685,0.0,0.381,108.89,249059
t4044,Track 4044,Artist M8,hip-hop,91.0,1.0,0.867,-0.34,0.406,0.193,0.0,0.43,146.13,236300
t4045,Track 4045,Artist K11,country,89.0,0.44,0.636,-11.33,0.128,0.457,0.0,1.0,164.03,238058
t4046,Track 4046,Artist I6,r&b,72.0,0.855,0.487,-13.8,0.036,0.539,0.0,0.209,105.23,62228
t4047,Track 4047,Artist U2,edm,69.0,0.854,0.829,-6.46,0.167,0.0,0.0,0.448,132.79,204131
t4048,Track 4048,Artist K5,hip-hop,75.0,1.0,0.481,-9.31,0.292,0.207,0.0,0.921,81.17,194660
t4049,Track 4049,Artist D15,pop,81.0,0.576,0.614,-9.39,0.059,0.339,0.142,0.578,178.74,223798
t4050,Track 4050,Artist X14,hip-hop,79.0,0.819,0.471,-11.34,0.316,0.545,0.0,0.564,88.92,175729
t4051,Track 4051,Artist A11,country,45.0,0.403,0.404,-9.32,0.026,0.323,0.0,0.09,144.75,224806
t4052,Track 4052,Artist E13,hip-hop,71.0,0.962,0.805,-5.98,0.327,0.0,0.079,0.25,83.04,236858
t4053,Track 4053,Artist I11,indie,70.0,0.418,0.664,-9.91,0.184,0.397,0.105,0.238,101.31,275778
t4054,Track 4054,Artist Y9,rock,35.0,0.501,0.558,-11.03,0.034,0.254,0.0,0.728,93.36,204951
t4055,Track 4055,Artist K14,,,0.592,0.893,-4.92,0.041,0.202,0.047,0.588,,141474
t4056,Track 4056,Artist W5,pop,76.0,0.809,0.705,-9.07,0.15,0.078,0.283,0.579,100.56,77215
t4057,Track 4057,Artist K12,pop,79.0,0.768,0.736,-7.14,0.098,0.365,0.215,0.828,117.15,274431
t4058,Track 4058,Artist K6,reggaeton,65.0,0.789,0.749,-6.25,0.135,0.109,0.526,0.921,138.37,246462
t4059,Track 4059,Artist Y9,rock,52.0,0.516,0.674,-7.26,0.0,0.345,0.0,0.392,113.08,137182
t4060,Track 4060,Artist R0,r&b,60.0,0.645,0.811,-5.26,0.092,0.237,0.063,0.332,129.5,264885
t4061,Track 4061,Artist Z13,folk,69.0,0.314,0.245,-13.2,0.125,0.492,0.036,0.371,131.06,262861
t4062,Track 4062,Artist Z10,r&b,54.0,0.551,0.509,-9.73,0.054,0.24,0.195,0.581,156.33,145482
t4063,Track 4063,Artist T12,folk,80.0,0.586,0.145,-15.81,0.051,0.688,0.0,0.496,111.33,128921
t4064,Track 4064,Artist U3,hip-hop,69.0,0.863,0.465,-12.64,0.439,0.048,0.49,0.258,140.55,306269
t4065,Track 4065,Artist P13,edm,68.0,0.708,0.902,-3.35,0.028,0.0,0.116,0.522,91.0,174066
t4066,Track 4066,Artist U2,r&b,48.0,0.491,0.653,-4.42,0.0,0.222,0.3,0.53,75.68,205711
t4067,Track 4067,Artist X1,r&b,68.0,0.699,0.579,-7.38,0.087,0.435,0.086,0.707,80.58,135660
t4068,Track 4068,Artist S14,hip-hop,56.0,0.846,0.577,-9.21,0.415,0.099,0.0,0.891,111.1,225149
t4069,Track 4069,Artist V5,edm,90.0,0.656,0.897,-3.5,0.069,0.192,0.0,0.733,188.01,185800
t4070,Track 4070,Artist Y0,edm,63.0,1.0,0.725,-10.41,0.066,0.515,0.321,0.553,133.06,151849
t4071,Track 4071,Artist M9,rock,54.0,0.643,0.859,-4.87,0.136,0.291,0.0,0.522,115.92,108894
t4072,Track 4072,Artist L13,edm,45.0,0.574,0.828,-4.02,0.008,0.159,0.087,0.429,113.21,226172
t4073,Track 4073,Artist T2,hip-hop,32.0,0.778,0.394,-12.62,0.28,0.18,0.0,0.686,136.39,247311
t4074,Track 4074,Artist K14,hip-hop,58.0,0.764,0.456,-13.16,0.351,0.173,0.0,0.395,144.7,185419
t4075,Track 4075,Artist L9,folk,18.0,0.506,0.22,-10.82,0.015,0.753,0.079,0.468,97.39,219930
t4076,Track 4076,Artist G15,r&b,62.0,0.598,0.637,-8.46,0.123,0.505,0.089,0.0,89.25,188419
t4077,Track 4077,Artist B5,blues,43.0,0.577,0.352,-12.82,0.076,0.373,0.0,0.418,126.39,160255
t4078,Track 4078,Artist K1,pop,,0.955,0.806,-5.23,0.084,0.201,0.0,0.863,,259143
t4079,Track 4079,Artist Z10,hip-hop,54.0,0.717,0.691,-8.91,0.239,0.218,0.0,0.689,113.03,181386
t4080,Track 4080,Artist Z10,hip-hop,,0.762,0.572,-7.12,0.362,0.152,0.0,0.7,,220502
t4081,Track 4081,Artist X3,,,0.629,0.835,-7.42,0.0,0.252,0.02,0.861,,144772
t4082,Track 4082,Artist P11,hip-hop,94.0,0.887,0.71,-7.34,0.285,0.0,0.0,0.301,143.73,278841
t4083,Track 4083,Artist W3,ambient,36.0,0.283,0.23,-10.33,0.071,0.814,0.792,0.167,105.0,153567
t4084,Track 4084,Artist M8,edm,70.0,0.83,0.812,-2.69,0.068,0.0,0.154,0.602,137.34,279538
t4085,Track 4085,Artist W0,pop,71.0,0.727,0.862,-2.43,0.126,0.0,0.0,0.389,128.27,174475
t4086,Track 4086,Artist T0,metal,51.0,0.68,1.0,-1.08,0.137,0.109,0.0,0.292,122.25,320291
t4087,Track 4087,Artist A10,rock,41.0,0.54,0.986,-2.11,0.012,0.0,0.267,0.426,101.14,133060
t4088,Track 4088,Artist L8,r&b,32.0,0.514,0.281,-16.37,0.124,0.408,0.318,0.784,61.46,326797
t4089,Track 4089,Artist P9,pop,70.0,0.883,0.547,-12.35,0.017,0.147,0.0,0.47,144.19,157005
t4090,Track 4090,Artist O5,edm,100.0,0.852,1.0,-5.14,0.142,0.0,0.014,0.232,114.65,206211
t4091,Track 4091,Artist M1,pop,68.0,0.58,0.927,-2.42,0.123,0.0,0.089,0.633,122.0,243947
t4092,Track 4092,Artist W4,hip-hop,81.0,0.754,0.645,-10.14,0.346,0.0,0.334,0.561,109.94,190493
t4093,Track 4093,Artist F14,edm,66.0,0.496,1.0,-3.99,0.057,0.231,0.067,0.836,,157138
t4094,Track 4094,Artist D4,pop,54.0,0.789,0.623,-12.66,0.171,0.197,0.052,0.651,96.68,304547
t4095,Track 4095,Artist U5,rock,55.0,0.522,0.958,-2.14,0.04,0.295,0.312,0.26,134.1,179418
t4096,Track 4096,Artist Y7,r&b,64.0,0.494,0.556,-10.63,0.078,0.221,0.202,0.806,143.75,229786
t4097,Track 4097,Artist L11,rock,50.0,0.529,0.705,-3.08,0.018,0.291,0.157,0.422,74.26,149077
t4098,Track 4098,Artist T2,pop,79.0,0.594,0.614,-9.51,0.061,0.24,0.166,0.865,127.48,173422
t4099,Track 4099,Artist H11,blues,41.0,0.738,0.36,-15.1,0.038,0.307,0.159,0.539,136.67,313397
t4100,Track 4100,Artist P8,metal,60.0,0.557,0.938,-3.16,0.095,0.097,0.142,0.483,50.0,124673
t4101,Track 4101,Artist M2,rock,76.0,0.443,0.745,-5.07,0.17,0.076,0.0,0.715,179.31,265482
t4102,Track 4102,Artist Z9,edm,93.0,0.749,0.878,-5.66,0.131,0.084,0.0,0.525,120.21,289852
t4103,Track 4103,Artist K14,classical,22.0,0.147,0.0,-19.78,0.087,0.522,0.949,0.492,,223791
t4104,Track 4104,Artist Z3,hip-hop,90.0,0.633,0.891,-5.26,0.416,0.231,0.0,0.664,117.18,180224
t4105,Track 4105,Artist I8,edm,57.0,0.726,0.665,-6.51,0.079,0.0,0.008,0.372,136.57,321715
t4106,Track 4106,Artist E1,hip-hop,66.0,0.814,0.645,-7.97,0.357,0.0,0.0,0.525,132.65,164330
t4107,Track 4107,Artist A2,rock,47.0,0.765,0.916,-2.08,0.137,0.278,0.288,0.488,165.3,230804
t4108,Track 4108,Artist M8,r&b,62.0,0.648,0.39,-13.09,0.077,0.549,0.0,0.567,109.21,236512
t4109,Track 4109,Artist X8,folk,30.0,0.682,0.246,-15.83,0.0,0.704,0.529,0.605,80.56,212384
t4110,Track 4110,Artist T5,reggaeton,88.0,0.795,0.861,-4.94,0.063,0.0,0.422,0.861,92.68,66467
t4111,Track 4111,Artist S13,lo-fi,34.0,0.659,0.532,-12.79,0.06,0.638,0.547,0.661,99.96,320352
t4112,Track 4112,Artist B0,classical,46.0,0.421,0.498,-9.09,0.0,0.885,0.456,0.312,0.0,195753
t4113,Track 4113,Artist H6,r&b,63.0,0.855,0.541,-10.4,0.079,0.0,0.0,0.596,70.5,231506
t4114,Track 4114,Artist J2,jazz,53.0,0.458,0.492,-9.97,0.0,0.68,0.352,0.507,88.19,356829
t4115,Track 4115,Artist I5,r&b,71.0,0.578,0.725,-2.8,0.0,0.06,0.171,0.73,193.13,254046
t4116,Track 4116,Artist X2,folk,,0.617,0.543,-11.31,0.172,0.691,0.167,0.256,,289641
t4117,Track 4117,Artist W5,folk,57.0,0.61,0.234,-14.18,0.121,0.542,0.007,0.64,105.14,246071
t4118,Track 4118,Artist W5,country,91.0,0.964,0.55,-9.03,0.131,0.465,0.297,0.281,138.06,231264
t4119,Track 4119,Artist P2,hip-hop,59.0,0.544,0.714,-6.27,0.27,0.0,0.0,0.712,121.06,302751
t4120,Track 4120,Artist W0,metal,66.0,0.42,0.944,-5.85,0.0,0.044,0.0,0.377,139.17,271848
t4121,Track 4121,Artist K14,indie,65.0,0.565,0.36,-11.88,0.124,0.234,0.0,0.751,162.16,171047
t4122,Track 4122,Artist V5,country,56.0,0.567,0.513,-5.64,0.106,0.512,0.0,0.351,132.24,226900
t4123,Track 4123,Artist G2,pop,72.0,0.75,0.504,-13.92,0.055,0.395,0.096,0.852,131.19,109326
t4124,Track 4124,Artist W7,rock,65.0,0.57,0.929,-2.3,0.012,0.03,0.0,0.452,139.69,225117
t4125,Track 4125,Artist S5,ambient,33.0,0.246,0.174,-18.67,0.058,0.971,0.584,0.512,160.78,311310
t4126,Track 4126,Artist Q0,country,60.0,0.615,0.21,-14.87,0.072,0.659,0.164,0.383,101.92,223190
t4127,Track 4127,Artist J2,metal,65.0,0.662,1.0,0.0,0.095,0.0,0.305,0.316,94.95,276820
t4128,Track 4128,Artist P11,classical,55.0,0.389,0.0,-18.73,0.117,0.919,0.636,0.554,94.32,217413
t4129,Track 4129,Artist U7,reggaeton,68.0,0.62,0.825,-6.12,0.199,0.278,0.442,0.937,95.04,200274
t4130,Track 4130,Artist T4,r&b,80.0,0.559,0.385,-13.75,0.193,0.42,0.0,0.591,132.99,246542
t4131,Track 4131,Artist D15,lo-fi,53.0,0.734,0.275,-13.86,0.107,0.495,0.47,0.695,111.01,290756
t4132,Track 4132,Artist E14,rock,42.0,0.519,0.728,-7.56,0.156,0.313,0.388,0.795,139.94,268503
t4133,Track 4133,Artist D6,k-pop,72.0,0.844,0.871,-5.58,0.125,0.362,0.0,0.834,91.65,221379
t4134,Track 4134,Artist L5,edm,,0.577,1.0,0.0,0.0,0.172,0.175,0.547,,287928
t4135,Track 4135,Artist E9,indie,47.0,0.603,0.48,-13.53,0.075,0.533,0.0,0.583,108.58,313867
t4136,Track 4136,Artist T14,pop,79.0,0.605,0.886,-4.58,0.037,0.117,0.173,0.635,104.64,118542
t4137,Track 4137,Artist X9,blues,71.0,0.394,0.279,-15.14,0.032,0.644,0.0,0.371,144.22,136859
t4138,Track 4138,Artist Z9,r&b,60.0,0.803,0.327,-14.36,0.15,0.342,0.0,0.552,69.14,236542
t4139,Track 4139,Artist N5,folk,54.0,0.525,0.282,-11.05,0.004,0.96,0.154,0.27,147.76,125978
t4140,Track 4140,Artist P4,k-pop,69.0,0.873,0.969,0.0,0.119,0.0,0.228,0.599,79.64,231994
t4141,Track 4141,Artist D8,k-pop,77.0,0.894,0.743,-5.3,0.04,0.319,0.041,0.575,144.89,171747
t4142,Track 4142,Artist V1,rock,50.0,0.735,0.762,-6.08,0.105,0.069,0.0,0.339,89.66,73120
t4143,Track 4143,Artist R12,rock,55.0,0.544,0.974,-3.33,0.144,0.104,0.241,0.256,121.04,272306
t4144,Track 4144,Artist F12,lo-fi,56.0,0.443,0.412,-11.77,0.108,0.519,0.696,0.585,120.98,149555
t4145,Track 4145,Artist U1,blues,59.0,0.358,0.402,-12.7,0.172,0.308,0.0,0.481,112.82,161806
t4146,Track 4146,Artist F2,indie,48.0,0.445,0.597,-8.91,0.236,0.504,0.0,0.521,119.03,164415
t4147,Track 4147,Artist F13,indie,56.0,0.66,0.427,-11.36,0.132,0.774,0.295,0.586,130.23,121114
t4148,Track 4148,Artist S2,edm,75.0,0.748,1.0,-3.38,0.037,0.0,0.0,0.609,72.72,248457
t4149,Track 4149,Artist M3,pop,99.0,0.804,0.73,-5.83,0.04,0.14,0.261,0.651,141.62,160663
t4150,Track 4150,Artist C10,rock,85.0,0.717,0.534,-9.08,0.085,0.215,0.18,0.392,106.74,201083
t4151,Track 4151,Artist Q4,pop,86.0,0.739,0.584,-11.45,0.089,0.095,0.0,0.43,104.23,83947
t4152,Track 4152,Artist N1,pop,59.0,0.663,0.517,-10.09,0.07,0.132,0.0,0.746,130.05,164946
t4153,Track 4153,Artist I13,rock,47.0,0.483,0.696,-8.19,0.27,0.0,0.0,0.547,113.91,300221
t4154,Track 4154,Artist G12,lo-fi,60.0,0.605,0.392,-11.43,0.053,0.598,0.663,0.533,129.36,223818
t4155,Track 4155,Artist V9,pop,48.0,0.708,0.712,-7.11,0.081,0.251,0.089,0.346,124.15,125252
t4156,Track 4156,Artist Q1,hip-hop,70.0,0.747,0.846,-5.28,0.422,0.219,0.0,0.387,113.83,244522
t4157,Track 4157,Artist D5,country,66.0,0.385,0.571,-7.92,0.066,0.609,0.207,0.882,126.88,216836
t4158,Track 4158,Artist X8,pop,89.0,0.73,0.651,-7.91,0.107,0.186,0.266,0.677,162.3,185274
t4159,Track 4159,Artist U13,metal,60.0,0.629,1.0,-5.57,0.0,0.208,0.009,0.308,121.94,235089
t4160,Track 4160,Artist R9,pop,100.0,0.647,0.448,-8.84,0.221,0.078,0.12,0.746,163.99,199646
t4161,Track 4161,Artist O11,ambient,41.0,0.285,0.067,-18.52,0.103,0.728,0.343,0.0,56.77,169416
t4162,Track 4162,Artist B14,pop,66.0,0.527,0.799,-4.64,0.02,0.388,0.0,0.353,106.04,215077
t4163,Track 4163,Artist X10,indie,64.0,0.81,0.56,-7.69,0.18,0.383,0.058,0.267,141.49,113406
t4164,Track 4164,Artist E7,metal,64.0,0.506,0.918,-2.4,0.047,0.299,0.24,0.547,117.16,150630
t4165,Track 4165,Artist S0,country,72.0,0.823,0.601,-6.32,0.074,0.471,0.001,0.67,123.38,140020
t4166,Track 4166,Artist Q13,edm,34.0,0.604,0.851,-3.48,0.11,0.0,0.13,0.284,120.62,198447
t4167,Track 4167,Artist H2,jazz,29.0,0.801,0.109,-19.41,0.0,0.457,0.32,0.737,104.64,150988
t4168,Track 4168,Artist F10,hip-hop,73.0,0.962,0.648,-9.65,0.287,0.0,0.306,0.565,124.8,200036
t4169,Track 4169,Artist E13,hip-hop,71.0,0.721,0.643,-9.08,0.268,0.269,0.08,0.579,102.21,92889
t4170,Track 4170,Artist V4,lo-fi,57.0,0.522,0.505,-10.05,0.152,0.702,0.246,0.24,114.68,104904
t4171,Track 4171,Artist R9,edm,87.0,0.84,0.998,-4.27,0.026,0.124,0.289,0.002,189.26,254455
t4172,Track 4172,Artist U9,country,76.0,0.871,0.74,-9.55,0.0,0.214,0.222,0.638,140.74,189035
t4173,Track 4173,Artist N6,hip-hop,77.0,0.531,0.71,-7.01,0.3,0.0,0.304,0.791,85.57,196706
t4174,Track 4174,Artist A1,rock,66.0,0.443,0.947,-1.66,0.076,0.129,0.0,0.313,76.35,190491
t4175,Track 4175,Artist T6,reggaeton,84.0,0.988,0.878,-5.2,0.044,0.325,0.0,1.0,153.47,166768
t4176,Track 4176,Artist W13,folk,60.0,0.487,0.349,-14.36,0.029,1.0,0.068,0.481,119.88,163582
t4177,Track 4177,Artist E3,rock,30.0,0.665,0.7,-7.37,0.175,0.0,0.028,0.27,174.73,186826
t4178,Track 4178,Artist J11,hip-hop,97.0,0.713,0.569,-7.59,0.315,0.419,0.226,0.562,141.32,194961
t4179,Track 4179,Artist B4,pop,78.0,0.727,0.498,-10.23,0.048,0.0,0.142,0.604,106.71,177429
t4180,Track 4180,Artist U11,hip-hop,61.0,0.469,0.419,-16.07,0.377,0.129,0.238,0.689,123.84,224991
t4181,Track 4181,Artist M5,rock,63.0,0.327,0.812,-3.32,0.012,0.105,0.0,0.513,123.62,226119
t4182,Track 4182,Artist A7,metal,32.0,0.368,1.0,-0.36,0.055,0.137,0.0,0.556,147.69,168948
t4183,Track 4183,Artist R1,rock,52.0,0.32,0.829,-5.81,0.055,0.274,0.228,0.591,50.0,197960
t4184,Track 4184,Artist L6,edm,78.0,0.894,0.975,-2.88,0.027,0.241,0.0,0.283,132.51,120773
t4185,Track 4185,Artist M1,ambient,54.0,0.383,0.365,-12.1,0.101,1.0,0.623,0.29,89.06,168416
t4186,Track 4186,Artist B12,r&b,41.0,0.924,0.216,-18.13,0.055,0.158,0.0,0.705,140.97,267413
t4187,Track 4187,Artist Z10,country,53.0,0.467,0.574,-10.78,0.021,0.141,0.0,0.174,119.31,304608
t4188,Track 4188,Artist A2,rock,42.0,0.558,0.931,-2.01,0.057,0.205,0.219,0.499,153.23,52285
t4189,Track 4189,Artist W8,country,61.0,0.412,0.692,-4.89,0.077,0.229,0.0,0.631,82.68,257744
t4190,Track 4190,Artist H6,reggaeton,88.0,0.877,1.0,-5.81,0.088,0.171,0.0,0.901,159.61,233120
t4191,Track 4191,Artist X4,reggaeton,49.0,0.594,0.666,-9.02,0.173,0.339,0.0,0.564,128.66,244001
t4192,Track 4192,Artist J8,rock,66.0,0.365,0.661,-6.97,0.143,0.215,0.0,0.663,59.05,94385
t4193,Track 4193,Artist T7,rock,70.0,0.892,0.724,-3.11,0.109,0.256,0.331,0.423,105.71,169477
t4194,Track 4194,Artist D3,r&b,98.0,0.724,0.746,-6.76,0.0,0.244,0.0,0.395,101.25,194451
t4195,Track 4195,Artist U9,pop,70.0,0.823,0.716,-9.48,0.013,0.34,0.184,0.587,149.93,241923
t4196,Track 4196,Artist M11,reggaeton,54.0,0.681,0.853,-4.23,0.102,0.122,0.08,0.373,112.94,111223
t4197,Track 4197,Artist A14,metal,44.0,0.454,0.886,-3.88,0.179,0.254,0.181,0.153,138.23,125212
t4198,Track 4198,Artist H13,edm,72.0,0.551,0.76,-5.83,0.079,0.187,0.002,0.525,126.08,194436
t4199,Track 4199,Artist J8,pop,,0.6,0.552,-7.35,0.0,0.015,0.081,0.626,,303489
t4200,Track 4200,Artist A9,edm,69.0,0.659,0.828,-8.17,0.091,0.0,0.053,1.0,125.8,159833
t4201,Track 4201,Artist U1,k-pop,48.0,0.659,0.808,-5.54,0.0,0.143,0.0,0.588,0.0,264162
t4202,Track 4202,Artist A15,jazz,40.0,0.537,0.71,-12.62,0.075,0.49,0.0,0.678,149.21,266016
t4203,Track 4203,Artist L7,hip-hop,44.0,0.761,0.339,-16.35,0.304,0.292,0.099,0.321,154.78,198639
t4204,Track 4204,Artist S9,edm,49.0,0.778,1.0,-3.85,0.127,0.0,0.0,0.734,111.9,266253
t4205,Track 4205,Artist A3,rock,63.0,0.561,0.791,-2.18,0.126,0.237,0.0,0.507,119.05,278443
t4206,Track 4206,Artist A6,hip-hop,53.0,0.777,0.751,-7.02,0.383,0.014,0.051,0.798,161.79,230602
t4207,Track 4207,Artist P8,hip-hop,59.0,0.736,0.65,-9.21,0.382,0.0,0.0,0.604,101.1,255253
t4208,Track 4208,Artist A8,edm,79.0,0.681,0.934,-4.1,0.054,0.383,0.138,0.567,88.06,256027
t4209,Track 4209,Artist K2,edm,74.0,0.872,0.989,-5.17,0.051,0.075,0.166,0.363,88.06,148459
t4210,Track 4210,Artist Y11,k-pop,95.0,1.0,0.778,-7.96,0.105,0.105,0.162,0.729,134.5,242892
t4211,Track 4211,Artist Q3,rock,51.0,0.378,0.735,-4.35,0.104,0.09,0.0,0.461,89.59,154876
t4212,Track 4212,Artist R6,country,36.0,0.459,0.632,-6.57,0.024,0.466,0.156,0.669,113.24,220470
t4213,Track 4213,Artist F10,indie,78.0,0.69,0.754,-6.19,0.175,0.073,0.169,0.52,118.85,246035
